instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,time_group,temp_group
15165,2012-09-29,Winter,2012,September,1,0,Saturday,0,1,22.14,25.759999999999998,60.0,15.001299999999999,12,89,101,Evening,Warm
15166,2012-09-29,Winter,2012,September,2,0,Saturday,0,2,22.14,25.759999999999998,56.00000000000001,15.001299999999999,12,80,92,Evening,Warm
15167,2012-09-29,Winter,2012,September,3,0,Saturday,0,2,21.32,25.0,59.0,12.998000000000001,4,25,29,Evening,Warm
15168,2012-09-29,Winter,2012,September,4,0,Saturday,0,1,21.32,25.0,59.0,16.997899999999998,6,8,14,Evening,Warm
15169,2012-09-29,Winter,2012,September,5,0,Saturday,0,1,20.5,24.240000000000002,63.0,12.998000000000001,2,13,15,Morning,Warm
15170,2012-09-29,Winter,2012,September,6,0,Saturday,0,1,20.5,24.240000000000002,63.0,16.997899999999998,4,33,37,Morning,Warm
15171,2012-09-29,Winter,2012,September,7,0,Saturday,0,1,19.68,23.485,67.0,19.0012,12,61,73,Morning,Warm
15172,2012-09-29,Winter,2012,September,8,0,Saturday,0,1,20.5,24.240000000000002,68.0,19.0012,37,174,211,Morning,Warm
15173,2012-09-29,Winter,2012,September,9,0,Saturday,0,1,20.5,24.240000000000002,63.0,12.998000000000001,69,263,332,Morning,Warm
15174,2012-09-29,Winter,2012,September,10,0,Saturday,0,1,22.14,25.759999999999998,56.00000000000001,16.997899999999998,134,338,472,Morning,Warm
15175,2012-09-29,Winter,2012,September,11,0,Saturday,0,1,22.96,26.515,52.0,19.0012,217,446,663,Afternoon,Warm
15176,2012-09-29,Winter,2012,September,12,0,Saturday,0,1,25.419999999999998,31.06,41.0,19.999499999999998,191,491,682,Afternoon,Hot
15177,2012-09-29,Winter,2012,September,13,0,Saturday,0,1,25.419999999999998,31.06,41.0,19.999499999999998,233,453,686,Afternoon,Hot
15178,2012-09-29,Winter,2012,September,14,0,Saturday,0,1,24.599999999999998,31.06,40.0,16.997899999999998,302,448,750,Afternoon,Hot
15179,2012-09-29,Winter,2012,September,15,0,Saturday,0,1,24.599999999999998,31.06,43.0,16.997899999999998,271,456,727,Afternoon,Hot
15180,2012-09-29,Winter,2012,September,16,0,Saturday,0,1,25.419999999999998,31.06,41.0,16.997899999999998,275,447,722,Afternoon,Hot
15181,2012-09-29,Winter,2012,September,17,0,Saturday,0,1,24.599999999999998,31.06,38.0,23.9994,256,456,712,Afternoon,Hot
15182,2012-09-29,Winter,2012,September,18,0,Saturday,0,1,22.96,26.515,46.0,12.998000000000001,174,420,594,Afternoon,Warm
15183,2012-09-29,Winter,2012,September,19,0,Saturday,0,1,21.32,25.0,55.00000000000001,11.0014,119,351,470,Afternoon,Warm
15184,2012-09-29,Winter,2012,September,20,0,Saturday,0,1,21.32,25.0,55.00000000000001,12.998000000000001,88,227,315,Afternoon,Warm
15185,2012-09-29,Winter,2012,September,21,0,Saturday,0,1,21.32,25.0,55.00000000000001,8.9981,73,219,292,Afternoon,Warm
15186,2012-09-29,Winter,2012,September,22,0,Saturday,0,1,20.5,24.240000000000002,63.0,7.0015,48,173,221,Afternoon,Warm
15187,2012-09-29,Winter,2012,September,23,0,Saturday,0,1,20.5,24.240000000000002,59.0,6.0032,35,161,196,Afternoon,Warm
15188,2012-09-30,Winter,2012,September,0,0,Sunday,0,1,20.5,24.240000000000002,59.0,0.0,35,112,147,Evening,Warm
15189,2012-09-30,Winter,2012,September,1,0,Sunday,0,1,20.5,24.240000000000002,59.0,0.0,31,85,116,Evening,Warm
15190,2012-09-30,Winter,2012,September,2,0,Sunday,0,1,19.68,23.485,63.0,0.0,21,71,92,Evening,Warm
15191,2012-09-30,Winter,2012,September,3,0,Sunday,0,1,18.86,22.725,67.0,6.0032,17,41,58,Evening,Warm
15192,2012-09-30,Winter,2012,September,4,0,Sunday,0,1,18.86,22.725,67.0,6.0032,1,6,7,Evening,Warm
15193,2012-09-30,Winter,2012,September,5,0,Sunday,0,1,18.04,21.97,72.0,0.0,1,9,10,Morning,Warm
15194,2012-09-30,Winter,2012,September,6,0,Sunday,0,1,18.04,21.97,72.0,6.0032,2,20,22,Morning,Warm
15195,2012-09-30,Winter,2012,September,7,0,Sunday,0,1,18.04,21.97,77.0,0.0,14,43,57,Morning,Warm
15196,2012-09-30,Winter,2012,September,8,0,Sunday,0,1,19.68,23.485,67.0,7.0015,18,126,144,Morning,Warm
15197,2012-09-30,Winter,2012,September,9,0,Sunday,0,1,21.32,25.0,63.0,7.0015,74,211,285,Morning,Warm
15198,2012-09-30,Winter,2012,September,10,0,Sunday,0,1,23.779999999999998,27.275,46.0,11.0014,160,319,479,Morning,Warm
15199,2012-09-30,Winter,2012,September,11,0,Sunday,0,1,24.599999999999998,31.06,43.0,15.001299999999999,222,369,591,Afternoon,Hot
15200,2012-09-30,Winter,2012,September,12,0,Sunday,0,1,25.419999999999998,31.06,41.0,19.999499999999998,206,474,680,Afternoon,Hot
15201,2012-09-30,Winter,2012,September,13,0,Sunday,0,1,25.419999999999998,31.06,41.0,16.997899999999998,180,414,594,Afternoon,Hot
15202,2012-09-30,Winter,2012,September,14,0,Sunday,0,1,25.419999999999998,31.06,41.0,16.997899999999998,208,404,612,Afternoon,Hot
15203,2012-09-30,Winter,2012,September,15,0,Sunday,0,1,26.240000000000002,31.06,36.0,16.997899999999998,230,419,649,Afternoon,Hot
15204,2012-09-30,Winter,2012,September,16,0,Sunday,0,1,26.240000000000002,31.06,36.0,15.001299999999999,202,446,648,Afternoon,Hot
15205,2012-09-30,Winter,2012,September,17,0,Sunday,0,1,25.419999999999998,31.06,35.0,19.0012,195,380,575,Afternoon,Hot
15206,2012-09-30,Winter,2012,September,18,0,Sunday,0,1,21.32,25.0,59.0,30.002599999999997,91,310,401,Afternoon,Warm
15207,2012-09-30,Winter,2012,September,19,0,Sunday,0,3,20.5,24.240000000000002,72.0,8.9981,34,223,257,Afternoon,Warm
15208,2012-09-30,Winter,2012,September,20,0,Sunday,0,3,20.5,24.240000000000002,72.0,8.9981,31,163,194,Afternoon,Warm
15209,2012-09-30,Winter,2012,September,21,0,Sunday,0,1,20.5,24.240000000000002,68.0,0.0,19,104,123,Afternoon,Warm
15210,2012-09-30,Winter,2012,September,22,0,Sunday,0,1,19.68,23.485,72.0,0.0,15,76,91,Afternoon,Warm
15211,2012-09-30,Winter,2012,September,23,0,Sunday,0,1,19.68,23.485,72.0,6.0032,8,49,57,Afternoon,Warm
15212,2012-10-01,Winter,2012,October,0,0,Monday,1,1,18.86,22.725,72.0,7.0015,6,39,45,Evening,Warm
15213,2012-10-01,Winter,2012,October,1,0,Monday,1,1,18.04,21.97,77.0,6.0032,5,13,18,Evening,Warm
15214,2012-10-01,Winter,2012,October,2,0,Monday,1,1,18.86,22.725,72.0,0.0,6,6,12,Evening,Warm
15215,2012-10-01,Winter,2012,October,3,0,Monday,1,1,18.04,21.97,77.0,0.0,1,6,7,Evening,Warm
15216,2012-10-01,Winter,2012,October,4,0,Monday,1,1,17.22,21.21,82.0,7.0015,0,10,10,Evening,Chilly
15217,2012-10-01,Winter,2012,October,5,0,Monday,1,1,18.04,21.97,77.0,0.0,2,34,36,Morning,Warm
15218,2012-10-01,Winter,2012,October,6,0,Monday,1,1,18.04,21.97,77.0,7.0015,8,147,155,Morning,Warm
15219,2012-10-01,Winter,2012,October,7,0,Monday,1,1,18.04,21.97,77.0,11.0014,13,470,483,Morning,Warm
15220,2012-10-01,Winter,2012,October,8,0,Monday,1,2,18.86,22.725,77.0,7.0015,40,744,784,Morning,Warm
15221,2012-10-01,Winter,2012,October,9,0,Monday,1,2,21.32,25.0,63.0,0.0,26,314,340,Morning,Warm
15222,2012-10-01,Winter,2012,October,10,0,Monday,1,1,22.14,25.759999999999998,56.00000000000001,0.0,44,135,179,Morning,Warm
15223,2012-10-01,Winter,2012,October,11,0,Monday,1,1,23.779999999999998,27.275,46.0,0.0,76,196,272,Afternoon,Warm
15224,2012-10-01,Winter,2012,October,12,0,Monday,1,2,24.599999999999998,31.06,43.0,11.0014,61,262,323,Afternoon,Hot
15225,2012-10-01,Winter,2012,October,13,0,Monday,1,2,24.599999999999998,31.06,43.0,11.0014,80,225,305,Afternoon,Hot
15226,2012-10-01,Winter,2012,October,14,0,Monday,1,2,24.599999999999998,31.06,43.0,7.0015,51,193,244,Afternoon,Hot
15227,2012-10-01,Winter,2012,October,15,0,Monday,1,2,25.419999999999998,31.06,43.0,8.9981,95,234,329,Afternoon,Hot
15228,2012-10-01,Winter,2012,October,16,0,Monday,1,2,25.419999999999998,31.06,46.0,16.997899999999998,51,408,459,Afternoon,Hot
15229,2012-10-01,Winter,2012,October,17,0,Monday,1,3,22.96,26.515,60.0,16.997899999999998,65,791,856,Afternoon,Warm
15230,2012-10-01,Winter,2012,October,18,0,Monday,1,3,22.96,26.515,64.0,7.0015,42,571,613,Afternoon,Warm
15231,2012-10-01,Winter,2012,October,19,0,Monday,1,2,22.14,25.759999999999998,68.0,7.0015,33,483,516,Afternoon,Warm
15232,2012-10-01,Winter,2012,October,20,0,Monday,1,3,22.14,25.759999999999998,68.0,0.0,11,251,262,Afternoon,Warm
15233,2012-10-01,Winter,2012,October,21,0,Monday,1,2,22.14,25.759999999999998,73.0,8.9981,13,205,218,Afternoon,Warm
15234,2012-10-01,Winter,2012,October,22,0,Monday,1,3,22.14,25.759999999999998,77.0,6.0032,17,190,207,Afternoon,Warm
15235,2012-10-01,Winter,2012,October,23,0,Monday,1,3,22.14,25.759999999999998,77.0,0.0,17,88,105,Afternoon,Warm
15236,2012-10-02,Winter,2012,October,0,0,Tuesday,1,2,22.96,26.515,73.0,0.0,1,30,31,Evening,Warm
15237,2012-10-02,Winter,2012,October,1,0,Tuesday,1,2,22.14,25.759999999999998,77.0,7.0015,0,11,11,Evening,Warm
15238,2012-10-02,Winter,2012,October,2,0,Tuesday,1,2,22.14,25.759999999999998,77.0,7.0015,0,2,2,Evening,Warm
15239,2012-10-02,Winter,2012,October,3,0,Tuesday,1,2,22.14,25.759999999999998,88.0,12.998000000000001,1,4,5,Evening,Warm
15240,2012-10-02,Winter,2012,October,4,0,Tuesday,1,2,22.96,26.515,83.0,6.0032,2,8,10,Evening,Warm
15241,2012-10-02,Winter,2012,October,5,0,Tuesday,1,2,22.96,26.515,83.0,8.9981,1,42,43,Morning,Warm
15242,2012-10-02,Winter,2012,October,6,0,Tuesday,1,3,23.779999999999998,27.275,83.0,7.0015,3,176,179,Morning,Warm
15243,2012-10-02,Winter,2012,October,7,0,Tuesday,1,3,23.779999999999998,27.275,83.0,7.0015,4,256,260,Morning,Warm
15244,2012-10-02,Winter,2012,October,8,0,Tuesday,1,3,24.599999999999998,27.275,88.0,0.0,6,128,134,Morning,Hot
15245,2012-10-02,Winter,2012,October,9,0,Tuesday,1,3,23.779999999999998,27.275,88.0,8.9981,3,83,86,Morning,Warm
15246,2012-10-02,Winter,2012,October,10,0,Tuesday,1,3,23.779999999999998,27.275,88.0,8.9981,3,42,45,Morning,Warm
15247,2012-10-02,Winter,2012,October,11,0,Tuesday,1,3,23.779999999999998,27.275,94.0,8.9981,7,92,99,Afternoon,Warm
15248,2012-10-02,Winter,2012,October,12,0,Tuesday,1,2,24.599999999999998,27.275,88.0,12.998000000000001,6,98,104,Afternoon,Hot
15249,2012-10-02,Winter,2012,October,13,0,Tuesday,1,2,24.599999999999998,27.275,88.0,8.9981,6,148,154,Afternoon,Hot
15250,2012-10-02,Winter,2012,October,14,0,Tuesday,1,3,24.599999999999998,27.275,88.0,8.9981,16,147,163,Afternoon,Hot
15251,2012-10-02,Winter,2012,October,15,0,Tuesday,1,3,25.419999999999998,28.79,83.0,8.9981,14,195,209,Afternoon,Hot
15252,2012-10-02,Winter,2012,October,16,0,Tuesday,1,3,25.419999999999998,28.03,88.0,8.9981,46,328,374,Afternoon,Hot
15253,2012-10-02,Winter,2012,October,17,0,Tuesday,1,3,25.419999999999998,28.03,88.0,7.0015,38,677,715,Afternoon,Hot
15254,2012-10-02,Winter,2012,October,18,0,Tuesday,1,3,25.419999999999998,27.275,94.0,6.0032,48,639,687,Afternoon,Hot
15255,2012-10-02,Winter,2012,October,19,0,Tuesday,1,3,25.419999999999998,27.275,94.0,0.0,27,368,395,Afternoon,Hot
15256,2012-10-02,Winter,2012,October,20,0,Tuesday,1,3,25.419999999999998,27.275,94.0,8.9981,20,286,306,Afternoon,Hot
15257,2012-10-02,Winter,2012,October,21,0,Tuesday,1,3,25.419999999999998,27.275,94.0,7.0015,24,265,289,Afternoon,Hot
15258,2012-10-02,Winter,2012,October,22,0,Tuesday,1,2,25.419999999999998,27.275,94.0,7.0015,28,212,240,Afternoon,Hot
15259,2012-10-02,Winter,2012,October,23,0,Tuesday,1,2,25.419999999999998,27.275,94.0,0.0,11,87,98,Afternoon,Hot
15260,2012-10-03,Winter,2012,October,0,0,Wednesday,1,3,25.419999999999998,27.275,94.0,0.0,5,47,52,Evening,Hot
15261,2012-10-03,Winter,2012,October,1,0,Wednesday,1,2,25.419999999999998,27.275,94.0,0.0,3,16,19,Evening,Hot
15262,2012-10-03,Winter,2012,October,2,0,Wednesday,1,2,25.419999999999998,27.275,94.0,0.0,2,7,9,Evening,Hot
15263,2012-10-03,Winter,2012,October,3,0,Wednesday,1,2,24.599999999999998,25.759999999999998,94.0,0.0,0,7,7,Evening,Hot
15264,2012-10-03,Winter,2012,October,4,0,Wednesday,1,2,24.599999999999998,25.0,100.0,0.0,2,9,11,Evening,Hot
15265,2012-10-03,Winter,2012,October,5,0,Wednesday,1,2,25.419999999999998,27.275,94.0,7.0015,2,32,34,Morning,Hot
15266,2012-10-03,Winter,2012,October,6,0,Wednesday,1,2,24.599999999999998,25.759999999999998,94.0,8.9981,4,173,177,Morning,Hot
15267,2012-10-03,Winter,2012,October,7,0,Wednesday,1,2,24.599999999999998,25.759999999999998,94.0,12.998000000000001,11,504,515,Morning,Hot
15268,2012-10-03,Winter,2012,October,8,0,Wednesday,1,2,25.419999999999998,28.03,88.0,7.0015,28,781,809,Morning,Hot
15269,2012-10-03,Winter,2012,October,9,0,Wednesday,1,2,25.419999999999998,28.79,83.0,12.998000000000001,30,332,362,Morning,Hot
15270,2012-10-03,Winter,2012,October,10,0,Wednesday,1,1,27.060000000000002,30.305,78.0,11.0014,29,146,175,Morning,Hot
15271,2012-10-03,Winter,2012,October,11,0,Wednesday,1,1,27.060000000000002,30.305,78.0,11.0014,52,178,230,Afternoon,Hot
15272,2012-10-03,Winter,2012,October,12,0,Wednesday,1,2,28.7,32.574999999999996,70.0,7.0015,69,289,358,Afternoon,Hot
15273,2012-10-03,Winter,2012,October,13,0,Wednesday,1,2,28.7,33.335,74.0,7.0015,55,224,279,Afternoon,Hot
15274,2012-10-03,Winter,2012,October,14,0,Wednesday,1,2,29.52,34.089999999999996,70.0,11.0014,56,195,251,Afternoon,Hot
15275,2012-10-03,Winter,2012,October,15,0,Wednesday,1,2,29.52,34.089999999999996,62.0,11.0014,59,260,319,Afternoon,Hot
15276,2012-10-03,Winter,2012,October,16,0,Wednesday,1,2,29.52,33.335,57.99999999999999,0.0,42,436,478,Afternoon,Hot
15277,2012-10-03,Winter,2012,October,17,0,Wednesday,1,1,28.7,32.574999999999996,65.0,0.0,84,833,917,Afternoon,Hot
15278,2012-10-03,Winter,2012,October,18,0,Wednesday,1,1,28.7,32.574999999999996,65.0,0.0,54,756,810,Afternoon,Hot
15279,2012-10-03,Winter,2012,October,19,0,Wednesday,1,1,28.7,32.574999999999996,65.0,0.0,49,544,593,Afternoon,Hot
15280,2012-10-03,Winter,2012,October,20,0,Wednesday,1,1,28.7,32.574999999999996,65.0,0.0,48,449,497,Afternoon,Hot
15281,2012-10-03,Winter,2012,October,21,0,Wednesday,1,2,27.060000000000002,31.06,74.0,0.0,14,195,209,Afternoon,Hot
15282,2012-10-03,Winter,2012,October,22,0,Wednesday,1,1,27.060000000000002,31.06,74.0,0.0,9,232,241,Afternoon,Hot
15283,2012-10-03,Winter,2012,October,23,0,Wednesday,1,2,27.060000000000002,30.305,78.0,0.0,21,199,220,Afternoon,Hot
15284,2012-10-04,Winter,2012,October,0,0,Thursday,1,3,26.240000000000002,28.79,89.0,0.0,11,65,76,Evening,Hot
15285,2012-10-04,Winter,2012,October,1,0,Thursday,1,2,25.419999999999998,27.275,94.0,0.0,2,23,25,Evening,Hot
15286,2012-10-04,Winter,2012,October,2,0,Thursday,1,1,26.240000000000002,28.79,89.0,0.0,3,10,13,Evening,Hot
15287,2012-10-04,Winter,2012,October,3,0,Thursday,1,2,25.419999999999998,28.03,88.0,0.0,5,6,11,Evening,Hot
15288,2012-10-04,Winter,2012,October,4,0,Thursday,1,2,26.240000000000002,28.79,89.0,0.0,0,10,10,Evening,Hot
15289,2012-10-04,Winter,2012,October,5,0,Thursday,1,3,26.240000000000002,28.79,89.0,7.0015,2,37,39,Morning,Hot
15290,2012-10-04,Winter,2012,October,6,0,Thursday,1,3,25.419999999999998,27.275,94.0,6.0032,1,132,133,Morning,Hot
15291,2012-10-04,Winter,2012,October,7,0,Thursday,1,2,26.240000000000002,28.79,89.0,6.0032,12,379,391,Morning,Hot
15292,2012-10-04,Winter,2012,October,8,0,Thursday,1,1,26.240000000000002,28.79,89.0,0.0,27,711,738,Morning,Hot
15293,2012-10-04,Winter,2012,October,9,0,Thursday,1,2,26.240000000000002,28.79,89.0,12.998000000000001,40,319,359,Morning,Hot
15294,2012-10-04,Winter,2012,October,10,0,Thursday,1,2,27.060000000000002,30.305,83.0,8.9981,27,150,177,Morning,Hot
15295,2012-10-04,Winter,2012,October,11,0,Thursday,1,2,28.7,32.574999999999996,70.0,7.0015,38,176,214,Afternoon,Hot
15296,2012-10-04,Winter,2012,October,12,0,Thursday,1,2,29.52,33.335,54.0,12.998000000000001,57,231,288,Afternoon,Hot
15297,2012-10-04,Winter,2012,October,13,0,Thursday,1,2,29.52,33.335,57.99999999999999,22.0028,63,231,294,Afternoon,Hot
15298,2012-10-04,Winter,2012,October,14,0,Thursday,1,1,28.7,32.574999999999996,61.0,16.997899999999998,56,211,267,Afternoon,Hot
15299,2012-10-04,Winter,2012,October,15,0,Thursday,1,1,29.52,33.335,54.0,19.0012,77,248,325,Afternoon,Hot
15300,2012-10-04,Winter,2012,October,16,0,Thursday,1,1,28.7,32.574999999999996,54.0,19.0012,86,411,497,Afternoon,Hot
15301,2012-10-04,Winter,2012,October,17,0,Thursday,1,1,28.7,32.574999999999996,51.0,15.001299999999999,112,789,901,Afternoon,Hot
15302,2012-10-04,Winter,2012,October,18,0,Thursday,1,1,27.060000000000002,31.06,56.99999999999999,7.0015,75,812,887,Afternoon,Hot
15303,2012-10-04,Winter,2012,October,19,0,Thursday,1,1,27.060000000000002,31.06,56.99999999999999,7.0015,67,467,534,Afternoon,Hot
15304,2012-10-04,Winter,2012,October,20,0,Thursday,1,1,26.240000000000002,30.305,65.0,7.0015,50,391,441,Afternoon,Hot
15305,2012-10-04,Winter,2012,October,21,0,Thursday,1,1,25.419999999999998,30.305,69.0,0.0,33,288,321,Afternoon,Hot
15306,2012-10-04,Winter,2012,October,22,0,Thursday,1,1,26.240000000000002,31.06,47.0,8.9981,29,203,232,Afternoon,Hot
15307,2012-10-04,Winter,2012,October,23,0,Thursday,1,1,24.599999999999998,31.06,56.00000000000001,6.0032,18,137,155,Afternoon,Hot
15308,2012-10-05,Winter,2012,October,0,0,Friday,1,1,22.96,26.515,73.0,0.0,16,86,102,Evening,Warm
15309,2012-10-05,Winter,2012,October,1,0,Friday,1,1,22.14,25.759999999999998,68.0,7.0015,3,43,46,Evening,Warm
15310,2012-10-05,Winter,2012,October,2,0,Friday,1,1,22.14,25.759999999999998,73.0,6.0032,1,10,11,Evening,Warm
15311,2012-10-05,Winter,2012,October,3,0,Friday,1,1,22.14,25.759999999999998,73.0,0.0,5,11,16,Evening,Warm
15312,2012-10-05,Winter,2012,October,4,0,Friday,1,1,22.14,25.759999999999998,77.0,0.0,0,11,11,Evening,Warm
15313,2012-10-05,Winter,2012,October,5,0,Friday,1,1,21.32,25.0,77.0,0.0,0,41,41,Morning,Warm
15314,2012-10-05,Winter,2012,October,6,0,Friday,1,1,21.32,25.0,83.0,0.0,4,133,137,Morning,Warm
15315,2012-10-05,Winter,2012,October,7,0,Friday,1,1,21.32,25.0,83.0,7.0015,11,417,428,Morning,Warm
15316,2012-10-05,Winter,2012,October,8,0,Friday,1,1,23.779999999999998,27.275,64.0,0.0,36,749,785,Morning,Warm
15317,2012-10-05,Winter,2012,October,9,0,Friday,1,1,24.599999999999998,30.305,60.0,6.0032,58,326,384,Morning,Hot
15318,2012-10-05,Winter,2012,October,10,0,Friday,1,1,27.060000000000002,31.06,54.0,0.0,68,192,260,Morning,Hot
15319,2012-10-05,Winter,2012,October,11,0,Friday,1,1,28.7,32.574999999999996,48.0,12.998000000000001,90,214,304,Afternoon,Hot
15320,2012-10-05,Winter,2012,October,12,0,Friday,1,1,29.52,32.574999999999996,42.0,11.0014,161,307,468,Afternoon,Hot
15321,2012-10-05,Winter,2012,October,13,0,Friday,1,1,28.7,32.574999999999996,48.0,0.0,117,307,424,Afternoon,Hot
15322,2012-10-05,Winter,2012,October,14,0,Friday,1,1,30.34,32.574999999999996,37.0,15.001299999999999,113,287,400,Afternoon,Hot
15323,2012-10-05,Winter,2012,October,15,0,Friday,1,1,29.52,32.574999999999996,39.0,16.997899999999998,150,320,470,Afternoon,Hot
15324,2012-10-05,Winter,2012,October,16,0,Friday,1,1,29.52,32.574999999999996,37.0,0.0,153,481,634,Afternoon,Hot
15325,2012-10-05,Winter,2012,October,17,0,Friday,1,1,28.7,31.819999999999997,42.0,11.0014,158,742,900,Afternoon,Hot
15326,2012-10-05,Winter,2012,October,18,0,Friday,1,1,26.240000000000002,31.06,56.99999999999999,8.9981,106,655,761,Afternoon,Hot
15327,2012-10-05,Winter,2012,October,19,0,Friday,1,1,25.419999999999998,29.544999999999998,73.0,11.0014,67,433,500,Afternoon,Hot
15328,2012-10-05,Winter,2012,October,20,0,Friday,1,1,24.599999999999998,28.79,78.0,8.9981,66,306,372,Afternoon,Hot
15329,2012-10-05,Winter,2012,October,21,0,Friday,1,1,24.599999999999998,29.544999999999998,69.0,15.001299999999999,47,220,267,Afternoon,Hot
15330,2012-10-05,Winter,2012,October,22,0,Friday,1,1,24.599999999999998,29.544999999999998,73.0,19.0012,63,201,264,Afternoon,Hot
15331,2012-10-05,Winter,2012,October,23,0,Friday,1,1,23.779999999999998,27.275,78.0,15.001299999999999,23,148,171,Afternoon,Warm
15332,2012-10-06,Winter,2012,October,0,0,Saturday,0,1,22.96,26.515,83.0,11.0014,37,154,191,Evening,Warm
15333,2012-10-06,Winter,2012,October,1,0,Saturday,0,1,22.96,26.515,83.0,16.997899999999998,25,116,141,Evening,Warm
15334,2012-10-06,Winter,2012,October,2,0,Saturday,0,1,22.96,26.515,78.0,12.998000000000001,13,62,75,Evening,Warm
15335,2012-10-06,Winter,2012,October,3,0,Saturday,0,1,22.14,25.759999999999998,77.0,15.001299999999999,2,54,56,Evening,Warm
15336,2012-10-06,Winter,2012,October,4,0,Saturday,0,1,22.14,25.759999999999998,83.0,16.997899999999998,4,7,11,Evening,Warm
15337,2012-10-06,Winter,2012,October,5,0,Saturday,0,1,22.14,25.759999999999998,83.0,12.998000000000001,2,8,10,Morning,Warm
15338,2012-10-06,Winter,2012,October,6,0,Saturday,0,1,22.14,25.759999999999998,88.0,16.997899999999998,2,28,30,Morning,Warm
15339,2012-10-06,Winter,2012,October,7,0,Saturday,0,1,22.14,25.759999999999998,83.0,19.999499999999998,13,71,84,Morning,Warm
15340,2012-10-06,Winter,2012,October,8,0,Saturday,0,1,22.96,26.515,83.0,12.998000000000001,22,184,206,Morning,Warm
15341,2012-10-06,Winter,2012,October,9,0,Saturday,0,1,24.599999999999998,29.544999999999998,73.0,12.998000000000001,130,265,395,Morning,Hot
15342,2012-10-06,Winter,2012,October,10,0,Saturday,0,1,25.419999999999998,30.305,69.0,19.0012,198,341,539,Morning,Hot
15343,2012-10-06,Winter,2012,October,11,0,Saturday,0,1,26.240000000000002,30.305,65.0,16.997899999999998,258,389,647,Afternoon,Hot
15344,2012-10-06,Winter,2012,October,12,0,Saturday,0,1,28.7,32.574999999999996,54.0,7.0015,362,381,743,Afternoon,Hot
15345,2012-10-06,Winter,2012,October,13,0,Saturday,0,2,26.240000000000002,31.06,56.99999999999999,35.0008,310,400,710,Afternoon,Hot
15346,2012-10-06,Winter,2012,October,14,0,Saturday,0,2,24.599999999999998,31.06,56.00000000000001,27.999299999999998,269,307,576,Afternoon,Hot
15347,2012-10-06,Winter,2012,October,15,0,Saturday,0,1,24.599999999999998,31.06,46.0,27.999299999999998,279,341,620,Afternoon,Hot
15348,2012-10-06,Winter,2012,October,16,0,Saturday,0,1,24.599999999999998,31.06,43.0,35.0008,317,342,659,Afternoon,Hot
15349,2012-10-06,Winter,2012,October,17,0,Saturday,0,1,22.14,25.759999999999998,49.0,26.0027,268,342,610,Afternoon,Warm
15350,2012-10-06,Winter,2012,October,18,0,Saturday,0,1,21.32,25.0,48.0,27.999299999999998,183,312,495,Afternoon,Warm
15351,2012-10-06,Winter,2012,October,19,0,Saturday,0,1,19.68,23.485,55.00000000000001,15.001299999999999,102,239,341,Afternoon,Warm
15352,2012-10-06,Winter,2012,October,20,0,Saturday,0,1,19.68,23.485,55.00000000000001,16.997899999999998,75,172,247,Afternoon,Warm
15353,2012-10-06,Winter,2012,October,21,0,Saturday,0,1,18.86,22.725,59.0,8.9981,78,137,215,Afternoon,Warm
15354,2012-10-06,Winter,2012,October,22,0,Saturday,0,1,18.04,21.97,62.0,8.9981,45,140,185,Afternoon,Warm
15355,2012-10-06,Winter,2012,October,23,0,Saturday,0,1,18.04,21.97,62.0,8.9981,37,142,179,Afternoon,Warm
15356,2012-10-07,Winter,2012,October,0,0,Sunday,0,1,18.04,21.97,62.0,11.0014,28,99,127,Evening,Warm
15357,2012-10-07,Winter,2012,October,1,0,Sunday,0,1,18.04,21.97,54.0,15.001299999999999,29,80,109,Evening,Warm
15358,2012-10-07,Winter,2012,October,2,0,Sunday,0,1,17.22,21.21,62.0,8.9981,10,64,74,Evening,Chilly
15359,2012-10-07,Winter,2012,October,3,0,Sunday,0,2,18.04,21.97,62.0,8.9981,5,17,22,Evening,Warm
15360,2012-10-07,Winter,2012,October,4,0,Sunday,0,2,18.04,21.97,54.0,16.997899999999998,5,6,11,Evening,Warm
15361,2012-10-07,Winter,2012,October,5,0,Sunday,0,2,18.04,21.97,54.0,8.9981,2,8,10,Morning,Warm
15362,2012-10-07,Winter,2012,October,6,0,Sunday,0,2,18.04,21.97,54.0,12.998000000000001,4,19,23,Morning,Warm
15363,2012-10-07,Winter,2012,October,7,0,Sunday,0,3,17.22,21.21,57.99999999999999,11.0014,6,29,35,Morning,Chilly
15364,2012-10-07,Winter,2012,October,8,0,Sunday,0,3,17.22,21.21,67.0,8.9981,11,51,62,Morning,Chilly
15365,2012-10-07,Winter,2012,October,9,0,Sunday,0,3,16.400000000000002,20.455000000000002,71.0,8.9981,16,70,86,Morning,Chilly
15366,2012-10-07,Winter,2012,October,10,0,Sunday,0,2,17.22,21.21,67.0,12.998000000000001,41,144,185,Morning,Chilly
15367,2012-10-07,Winter,2012,October,11,0,Sunday,0,2,17.22,21.21,71.0,7.0015,76,260,336,Afternoon,Chilly
15368,2012-10-07,Winter,2012,October,12,0,Sunday,0,2,17.22,21.21,71.0,0.0,100,292,392,Afternoon,Chilly
15369,2012-10-07,Winter,2012,October,13,0,Sunday,0,2,18.04,21.97,72.0,6.0032,80,240,320,Afternoon,Warm
